,Unnamed: 0,smiles,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,ex12,ex13,ex14,ex15,ex16,ex17,ex18,ex19,ex20,ex21,ex22,ex23,ex24,ex25,ex26,ex27,ex28,ex29,ex30,ex31,ex32,ex33,ex34,ex35,ex36,ex37,ex38,ex39,ex40,ex41,ex42,ex43,ex44,ex45,ex46,ex47,ex48,ex49,ex50,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,prob37,prob38,prob39,prob40,prob41,prob42,prob43,prob44,prob45,prob46,prob47,prob48,prob49,prob50,pc1,pc2,pc3,pc4,pc5,cluster
7385568,7385568,COCc1cc(C#N)cc(NC(=O)NCCc2c(C)nn(C)c2C)c1,3.519,3.621,3.741,3.799,4.128,4.145,4.241,4.306,4.356,4.418,4.67,4.885,4.985,5.087,5.286,5.3,5.442,5.467,5.569,5.612,5.712,5.727,5.853,5.887,5.983,6.032,6.058,6.073,6.121,6.152,6.242,6.289,6.319,6.336,6.361,6.4,6.411,6.429,6.468,6.47,6.481,6.504,6.522,6.558,6.584,6.6,6.603,6.626,6.651,6.664,0.00025481,0.0002689,0.00190799,5.44e-05,0.02409046,0.00817982,0.00344866,0.01116663,0.00064942,0.00095757,6.126e-05,0.05431382,0.0227161,0.00929169,0.00142196,0.00151753,0.2922752,0.00311946,0.00560639,0.3822017,0.01144416,0.0934294,0.00077913,0.00646062,0.00491543,0.02958627,0.00837897,0.26008098,0.03979796,0.01201735,0.0109674,0.05633302,0.00971796,0.03255315,0.02455908,0.0008007,0.00260211,0.00921268,0.03896163,0.0035221,0.00147687,0.00205418,0.00227988,0.00862564,0.00097434,6.694e-05,7.545e-05,0.00225936,0.00700605,0.01620349,2140050.999999251,1.9368561601154375,0.4331011567786823,-0.14809799921393765,0.8363618760555914,3
7376143,7376143,CCN(CCNC(=O)CCOC1CC(C)C1C)C(=O)Cc1nonc1C,3.911,4.041,4.161,4.283,4.972,5.206,5.33,5.333,5.359,5.48,5.559,5.568,5.619,5.643,5.712,5.719,5.76,5.803,6.01,6.016,6.091,6.127,6.253,6.314,6.365,6.389,6.432,6.44,6.46,6.641,6.705,6.709,6.763,6.822,6.832,6.87,6.888,6.916,6.928,6.952,6.995,6.997,7.023,7.046,7.067,7.076,7.092,7.095,7.146,7.195,0.00343929,1.262e-05,1.763e-05,5.6e-07,7.47e-06,0.00092353,1.7e-07,0.00027355,0.00088396,0.00015162,0.00158234,0.04320449,0.00600434,4e-08,5e-08,0.00269098,0.04847302,0.06334383,0.06763452,5.76e-06,0.04080664,0.00554728,0.00388074,0.00035306,4.07e-05,0.0042554,0.03252786,0.00380147,0.00730654,0.0006888,0.00424462,0.00052555,0.0001711,0.00118002,0.0068334,0.00167797,0.00220478,0.00258729,0.17639948,0.00609723,0.00028576,0.00226263,0.00091051,4.918e-05,0.01990955,0.0018021,0.00272595,0.0004157,0.00305207,0.00018091,2130625.9999992545,5.552846020140428,-0.696195428915017,-0.33515669874028614,-0.26389257576064096,3
9941160,9941160,CCN1CCC2(CCCN(C(=O)NCCc3ccc(CNC(C)=O)cc3)C2)OCCO1,3.588,3.644,3.769,3.802,3.828,3.858,3.912,3.969,4.295,4.358,4.43,4.485,4.503,4.541,5.041,5.095,5.174,5.262,5.444,5.476,5.497,5.587,5.612,5.668,5.96,6.069,6.126,6.154,6.158,6.16,6.197,6.217,6.255,6.327,6.336,6.363,6.388,6.453,6.471,6.488,6.516,6.531,6.563,6.569,6.62,6.655,6.682,6.714,6.718,6.761,3.47e-06,0.00044021,0.00093694,0.00077422,0.00320564,0.00089576,0.00011656,0.00016813,0.00319709,0.00954017,0.00434759,0.00028762,0.01755678,0.00055929,0.00025368,0.00018287,0.00382387,3.07e-06,0.00053497,0.00016503,0.05197654,7.57e-06,5.642e-05,6.31e-06,0.00014741,0.00086526,0.0021645,0.00099027,3.946e-05,0.00233454,0.00270125,0.00052078,0.01254056,5.298e-05,0.00522141,4.489e-05,0.05365295,0.18600638,0.15211267,0.08622814,0.04196376,0.07063906,0.00118967,0.0177862,0.00107083,0.0011342,0.06958745,0.00214295,0.0051768,0.00397542,4695642.99999836,1.389551278729395,0.9637194174135039,0.6176066878642738,1.0822655932168133,1
738408,738408,CNC(=O)Nc1ccc(C(=O)N2CCC(C(=CO)NC3CCN(Cc4ccccc4)CC3)CC2)cc1,3.154,3.168,3.201,3.414,3.608,3.622,3.669,3.902,3.955,3.969,3.999,4.014,4.028,4.064,4.176,4.19,4.212,4.226,4.232,4.246,4.277,4.439,4.615,4.831,4.845,4.858,4.886,5.057,5.068,5.073,5.073,5.094,5.187,5.232,5.24,5.306,5.315,5.355,5.366,5.369,5.397,5.4,5.417,5.475,5.593,5.61,5.64,5.658,5.66,5.698,2.13e-05,0.00015432,8.69e-06,0.00012839,1e-08,0.0,0.00096676,0.01219989,0.00158023,0.00023917,5.8e-07,3.82e-06,1.09e-06,0.00056454,0.0,0.0,9.8e-07,0.00016625,5e-08,1e-07,0.00076499,0.00047124,0.02747531,1e-08,3e-08,7.915e-05,0.00080877,8.86e-05,0.30910373,0.01194457,0.01878217,0.01494192,0.00030366,0.02711317,0.00173795,0.00066559,0.00048429,1.39e-06,5.874e-05,6.17e-06,1.8e-07,6.724e-05,3.889e-05,0.00713934,0.04903448,4e-08,0.008458,0.00745995,0.23096259,0.00940341,-4507108.999998427,-5.076215419591209,-0.10593374016503986,0.627077973859171,-0.07316557220086861,2
6209140,6209140,NCCN(CCC(F)(F)F)C(=O)CCC(O)=C1CCCOC1,4.962,5.025,5.19,5.234,5.448,5.631,5.73,5.914,6.108,6.467,6.759,6.787,6.947,7.209,7.322,7.558,7.582,7.708,7.795,7.844,7.882,7.924,7.971,8.031,8.145,8.165,8.194,8.228,8.335,8.424,8.442,8.477,8.582,8.595,8.614,8.695,8.726,8.79,8.856,8.938,8.985,9.051,9.141,9.264,9.293,9.302,9.333,9.355,9.4,9.487,0.00124602,0.00428391,0.00071101,0.00052068,0.00020804,0.00106512,0.00297457,0.00084339,0.24366413,0.05125313,0.06452988,0.19115724,0.01060746,0.00623722,0.0065862,0.00644819,0.00024347,0.00970575,0.00963079,0.01140724,0.00370961,0.00512014,0.00853037,0.01450689,0.00640521,0.00604445,0.00615976,0.01024568,0.0021171,0.00222997,0.00642257,0.04796556,0.00930253,0.0024818,0.01368857,0.00538183,0.01572988,0.01357021,0.00510668,0.02213431,0.00746273,0.03109884,0.02867741,0.00176759,0.00120553,0.00628453,0.0048784,0.00055311,0.00181129,0.00147201,963622.9999996534,17.44249940159035,0.7795203187437608,-0.12670086871153033,0.7420024411747936,4
3708696,3708696,CCCC1(NC(=O)NCc2nc3cc(C(=O)OCC)sc3[nH]2)CC1,3.527,3.71,3.927,4.179,4.424,4.445,4.574,4.824,5.134,5.21,5.398,5.408,5.529,5.612,5.732,5.782,5.867,5.905,5.944,6.004,6.034,6.077,6.088,6.117,6.129,6.179,6.182,6.248,6.261,6.267,6.325,6.361,6.386,6.432,6.485,6.494,6.599,6.651,6.667,6.736,6.818,6.821,6.915,6.958,7.02,7.041,7.052,7.088,7.093,7.098,2.524e-05,0.0013188,0.24207155,0.00087698,0.07481037,0.05671528,0.00171351,0.02009369,1.016e-05,0.00046457,0.0053468,0.00123789,0.08616515,0.04817521,8.054e-05,0.00050407,0.0019094,0.14068965,0.07077986,0.00338994,0.00114549,0.00114532,0.00069836,0.00027924,0.00299496,0.00082843,0.01020032,0.01353893,0.0008946,0.00281555,1.659e-05,0.00035965,4.583e-05,4.692e-05,0.00083265,0.00165636,0.00344157,0.00160989,0.00347269,0.04572083,6.208e-05,0.00057902,0.00438348,0.02441216,0.00723455,2.332e-05,0.00100758,0.00049951,0.00455546,0.0014292,-1536820.9999994643,4.164888428161618,-0.0496796906532852,-0.7128075543566581,-0.06201980054592861,0
6775731,6775731,CCCc1cc(=NC)n2nc(NC(=O)CC3(CSc4ccccc4)CCCC3)nc2[nH]1,3.612,3.696,3.712,3.88,3.934,3.977,4.213,4.279,4.309,4.326,4.375,4.418,4.487,4.567,4.589,4.643,4.68,4.685,4.779,4.943,4.986,5.016,5.137,5.155,5.19,5.232,5.234,5.253,5.335,5.353,5.464,5.513,5.52,5.561,5.565,5.609,5.653,5.698,5.783,5.836,5.864,5.88,5.881,5.9,5.909,5.92,5.948,5.997,6.016,6.036,3.459e-05,0.06813762,2.084e-05,2.672e-05,9.113e-05,0.00025671,0.00071163,0.00031156,0.00056357,0.06288609,0.00059679,0.01547176,0.06177204,0.00987698,0.00041061,2.622e-05,0.00018259,0.00016476,1.289e-05,0.00029899,0.0045697,0.05214625,0.0004,0.00100632,0.0006011,0.02049398,0.12055284,0.00043957,0.00409795,0.00014697,0.00022386,0.01040491,0.4980949,0.01785461,0.00592523,0.00046725,0.00018802,0.00021242,0.00531613,0.0092214,0.00158813,0.01072995,0.00116805,0.05489038,0.00386833,0.00236475,0.10307769,0.06719772,0.00076246,0.00318899,1530213.9999994666,-2.2398737442674514,-0.7236761488154081,0.44305923679928233,0.09481629327389199,3
2610667,2610667,Cc1ccc(CN(C)CC2(O)CCC(c3ccccc3C)C2)cc1,4.027,4.092,4.114,4.144,4.747,4.811,4.902,4.906,4.979,5.011,5.025,5.045,5.119,5.16,5.166,5.22,5.446,5.456,5.469,5.482,5.773,5.834,5.836,5.857,5.862,5.898,5.925,5.951,6.028,6.09,6.118,6.145,6.159,6.225,6.25,6.25,6.28,6.317,6.339,6.369,6.374,6.388,6.401,6.414,6.465,6.47,6.496,6.504,6.525,6.534,0.00062883,0.00169795,4.267e-05,2.303e-05,0.0001691,0.00133615,0.00893352,0.00533727,0.00047334,0.00606943,0.00067088,0.00178964,0.00669666,0.00027838,0.00119853,0.00028295,0.01363462,0.01023626,0.06839839,7.392e-05,0.00053663,0.00045457,0.00021727,0.01452928,0.01073449,0.00035271,0.00131966,0.00227537,0.00039468,0.00035728,0.00315596,0.00108085,0.00159223,0.00303138,0.00024425,0.0009096,0.00039008,0.00194122,0.00016203,0.00077571,0.0238398,0.04919004,0.27515858,0.03701943,0.18305355,0.02126563,0.00190811,0.00168576,0.00129141,0.00079074,-2634849.999999081,2.0834957286552296,-1.2527677795272887,-0.0912007190666263,0.14504271061600876,0
2614988,2614988,CCc1noc(C)c1Cn1c(C(=O)N2CCOCC2)nnc1N(Cc1cccs1)C(C)C,3.646,3.747,3.911,4.133,4.196,4.323,4.422,4.45,4.552,4.595,4.706,4.771,4.783,4.859,4.899,5.019,5.042,5.045,5.116,5.213,5.264,5.296,5.32,5.36,5.377,5.468,5.475,5.487,5.53,5.592,5.608,5.637,5.669,5.758,5.829,5.852,5.863,5.875,5.924,5.95,5.975,5.987,6.004,6.023,6.055,6.06,6.101,6.109,6.132,6.154,0.00244904,0.00044413,0.00048285,0.01490609,0.00800302,0.00159838,0.00042238,1.44e-05,1.511e-05,0.00171013,0.01456064,0.00099317,0.00046499,0.000662,0.00134029,0.05721843,0.02596709,0.07904868,0.00558393,0.00039997,0.01377214,0.06910507,0.00189259,0.00455042,0.01534061,0.000505,0.007396,0.01176585,1.618e-05,0.00031246,0.00219288,0.01650502,0.00851655,0.0018238,0.00012883,0.00575312,0.03352807,0.00066773,0.00229401,0.00390873,0.0004846,0.0054176,0.00654542,0.00060754,0.00121289,5.818e-05,0.02638534,0.02246464,0.00319322,0.02349792,-2630528.999999082,-0.7799102368198756,-1.0760680228565784,-0.05211563577937876,0.052997985725247276,0
3756005,3756005,CON=C(COc1cc(F)cc(F)c1)C(=O)Nc1ccc2c(c1O)CCCC2=O,2.733,3.155,3.23,3.284,3.339,3.701,3.76,3.814,3.888,3.908,4.127,4.212,4.238,4.307,4.307,4.332,4.438,4.44,4.508,4.548,4.666,4.677,4.738,4.818,4.918,4.946,4.97,5.038,5.053,5.089,5.095,5.209,5.256,5.259,5.267,5.278,5.341,5.367,5.38,5.387,5.424,5.428,5.452,5.458,5.625,5.696,5.716,5.75,5.801,5.826,8.528e-05,8.32e-05,0.1922074,0.00079036,7.549e-05,5.56e-06,0.00061376,0.009976,0.013355,0.2125629,0.00013967,0.02276252,5.9e-07,6.01e-06,2.367e-05,0.00414085,8.25e-06,0.02554253,8.98e-06,5.505e-05,0.00014216,4.757e-05,0.00201955,0.00082615,0.00734427,0.14597027,0.00849792,0.15326453,0.02673715,0.00339947,3.49e-06,2e-08,0.00171577,0.00673176,0.00316863,6.31e-06,0.00117079,4.337e-05,0.00017125,0.00099656,0.00010193,0.0249907,0.02006839,0.04393387,0.00228359,0.00039151,0.00301217,0.05697782,0.00018154,4.824e-05,-1489511.9999994792,-4.599142085016413,0.1375269613509585,0.028900303350287752,-0.04377453634789138,0
6740265,6740265,COCC1(CNC(=O)CNCc2cccc(OC3CCCC3)c2O)CCOCC1,3.972,4.301,4.375,4.548,4.704,4.778,4.862,4.972,4.996,5.105,5.193,5.281,5.301,5.408,5.557,5.667,5.708,5.886,6.013,6.097,6.168,6.171,6.281,6.316,6.338,6.418,6.45,6.497,6.607,6.667,6.674,6.709,6.757,6.768,6.793,6.865,6.913,6.952,7.007,7.034,7.08,7.122,7.137,7.151,7.203,7.256,7.272,7.285,7.311,7.331,0.00015517,3.233e-05,3.037e-05,0.06784422,0.00045748,0.00031641,0.00064731,2.778e-05,0.05272122,0.00062026,0.00291199,5.248e-05,3.09e-06,0.00191929,0.00034302,0.10992351,0.01107104,0.00023934,0.23354604,0.00018643,0.00413275,0.05179814,2.739e-05,0.01440677,0.00028447,0.00970128,0.02242015,6.205e-05,0.06041541,0.00095496,0.00212842,0.00425777,0.00338064,0.00145522,0.02768847,0.02685185,0.01818486,0.00588618,0.01038748,0.0011232,0.00073037,0.00135008,0.00160596,0.0029025,0.00478119,0.00101631,0.00554225,0.00866112,0.15471364,0.04133425,1494747.9999994773,5.509479046091663,-0.16959584560862484,0.35550535753779283,0.3901819107588557,3
2412022,2412022,Cc1ccncc1C=NNC(=CS)c1ccc(C(C)C)cc1,2.202,3.033,3.215,3.257,3.544,3.806,3.854,4.267,4.429,4.449,4.551,4.62,4.635,4.675,4.735,4.762,4.789,4.794,4.839,4.89,4.98,5.108,5.141,5.181,5.186,5.211,5.254,5.376,5.41,5.453,5.494,5.502,5.561,5.627,5.656,5.685,5.763,5.799,5.819,5.831,5.879,5.895,5.975,5.981,6.024,6.033,6.051,6.079,6.081,6.083,0.04969521,0.00065527,0.00054629,0.00154508,0.0019959,0.03869029,0.02155186,0.0002466,0.07201764,0.00331588,0.11710941,0.18140946,0.00233019,0.00671264,0.00611992,0.023819,0.04422286,0.00492161,0.00268396,0.01083863,0.00230712,0.00404909,0.00127504,0.00040713,0.01144049,0.00660447,0.00047256,0.18358787,0.01437541,0.11187903,0.07244729,0.0045889,0.00121882,2.39e-05,0.0047283,0.01411583,0.00242005,0.00757968,0.02023806,0.0012281,0.00897026,0.00369137,0.06313196,0.0002896,0.00151508,0.09484859,0.00907949,0.00021266,0.001641,0.00077553,-2833494.999999012,-2.2083985815043667,0.6407552096929973,-0.630522018931637,-0.5097642509156696,0
9736890,9736890,Cc1cc(C(=O)N(C)C(=O)COCC(F)F)c(C)n1CCC(C)C,3.913,3.981,4.296,4.746,4.913,4.999,5.178,5.268,5.375,5.606,5.786,5.933,6.087,6.229,6.261,6.304,6.338,6.44,6.481,6.527,6.59,6.625,6.664,6.78,6.904,6.914,7.006,7.083,7.216,7.23,7.261,7.284,7.304,7.317,7.36,7.395,7.415,7.452,7.5,7.524,7.545,7.554,7.578,7.642,7.703,7.73,7.766,7.777,7.794,7.885,0.01470604,0.00871769,0.00448958,0.04601273,0.00670761,0.04424576,0.02976803,0.00414445,0.06328119,0.0009776,0.05664384,0.02137081,0.06955171,0.02237192,0.00073029,0.22297727,0.03069393,0.06572961,0.02139232,0.01057684,0.05634288,0.01017499,0.03758269,0.00378653,0.0036532,7.534e-05,0.0079872,0.00449854,0.00693368,0.0004544,7.899e-05,0.00039328,0.00423858,0.00589263,0.00045907,0.0283283,0.00051413,0.01871079,0.04068601,0.01099631,0.01754538,0.0033413,0.00735911,0.00525828,0.01739642,0.03132285,0.00370064,0.04721003,0.11315926,0.0005255,4491372.999998432,8.88045457190598,0.25908153170236936,-0.5255715608679906,0.20888788903621372,1
2904465,2904465,COC(=O)c1nscc1S(=O)(=O)NCCc1nc(-c2ccccn2)cs1,2.639,2.875,2.916,3.226,3.482,3.697,3.718,3.746,3.844,3.984,3.998,4.014,4.064,4.113,4.15,4.187,4.22,4.228,4.252,4.261,4.303,4.327,4.381,4.429,4.462,4.511,4.522,4.575,4.585,4.623,4.661,4.691,4.7,4.71,4.726,4.827,4.854,4.86,4.864,4.873,4.943,4.972,5.005,5.024,5.066,5.106,5.128,5.13,5.138,5.156,0.00047908,2.239e-05,4.474e-05,0.00072431,3.812e-05,0.00099968,0.00050596,0.00211491,0.00030401,0.00056306,0.00115338,0.00313629,0.00048469,0.0162168,0.14019305,0.00026796,0.00028746,0.01912513,0.00064949,0.00029139,0.00347158,0.00133896,0.00137136,0.02317858,0.0005748,0.0118956,0.00037589,0.00225824,0.00062564,0.01421129,0.00022943,0.00105482,0.00139174,0.01445503,0.02116164,0.00010347,0.00972965,0.0026024,0.0001327,0.00017545,0.0151409,0.08635481,0.00309877,0.00013858,0.00526304,0.06565196,0.0005355,0.00011324,0.00860084,0.00625296,-2341051.999999181,-7.211357708534824,-0.6918324679313219,-0.4668787405571627,-0.3891821978898475,0
8313232,8313232,NC(=O)CC1(CNC(=NCc2ccccc2)Nc2cnc(O)nc2)CCCCC1,3.377,3.87,3.886,3.979,4.156,4.257,4.298,4.354,4.417,4.498,4.54,4.592,4.731,4.862,4.871,4.905,4.931,4.967,5.016,5.039,5.042,5.11,5.133,5.173,5.247,5.305,5.306,5.329,5.344,5.347,5.478,5.479,5.557,5.559,5.56,5.649,5.66,5.712,5.753,5.794,5.808,5.845,5.961,5.995,6.033,6.035,6.04,6.18,6.186,6.22,0.00147726,0.00280699,0.00658414,0.02369506,0.00768361,0.00127842,0.00189506,0.00713984,0.00126738,0.00234249,0.00691293,0.02870946,0.00066649,0.00075253,0.00049696,0.00097312,0.02873666,0.00246076,0.00829551,0.04134828,0.00290374,0.00291456,0.16113561,0.0167692,0.00222577,0.01638736,0.04152999,0.00315759,0.01351722,0.00028911,0.00665833,0.01999637,0.00170376,2.967e-05,0.0002447,0.01086326,0.00144504,1.14e-05,4.231e-05,0.00126547,0.01569572,1.59e-06,0.00479634,8.232e-05,0.00235704,0.02688029,0.00839481,0.00294818,0.0009859,0.02233669,3067714.9999989304,-1.5881864124917815,-1.0037931527830142,0.08306532967241946,-0.19297641168606158,3
9366230,9366230,CCOc1ccc(CCN(C)C(=O)C(=O)c2ccc3c(c2)OCO3)cc1,2.348,2.923,3.3,3.399,3.469,3.496,3.928,3.963,3.986,4.19,4.222,4.263,4.352,4.382,4.496,4.64,4.682,4.685,4.796,4.971,4.986,5.024,5.056,5.12,5.188,5.265,5.289,5.29,5.331,5.344,5.395,5.396,5.549,5.574,5.677,5.697,5.749,5.813,5.821,5.891,5.948,6.037,6.047,6.09,6.105,6.129,6.137,6.147,6.255,6.262,0.00226049,0.00079354,0.00082035,0.00046428,6.625e-05,0.11837649,0.00127766,5.389e-05,0.00034589,5.7e-07,1.831e-05,0.00687146,0.00037482,0.00476843,6.087e-05,0.02558434,0.00016408,0.00019574,0.06139926,0.27120085,0.00054366,0.00319546,2.48e-06,0.02592809,9.715e-05,0.00291957,0.00028212,6.8e-06,0.09116539,0.01894529,0.00022397,4.687e-05,0.00023846,0.01346394,0.01473567,0.0003496,0.00039602,0.00657975,0.00012026,0.00039741,0.0301535,0.01594818,0.12689585,7.788e-05,0.07281938,0.0186624,0.01986015,0.03936736,8.59e-06,0.00300018,4120712.999998562,-2.4750647101047973,1.0778508707821726,0.043635645784839354,-0.24057280012956503,1
7885788,7885788,CNNC(C)N(CCCNC(=O)c1cnc(C)cn1)C(C)C1CC1,2.565,2.801,3.07,3.109,3.306,3.586,3.616,3.622,3.696,4.077,4.128,4.192,4.484,4.763,4.823,4.989,5.016,5.217,5.269,5.28,5.34,5.414,5.449,5.506,5.522,5.647,5.656,5.694,5.723,5.803,5.845,5.912,5.954,5.957,5.999,6.012,6.126,6.15,6.2,6.286,6.338,6.39,6.408,6.467,6.486,6.5,6.508,6.567,6.626,6.632,0.00081561,9.18e-06,0.00045328,0.00024777,2.41e-06,0.00525085,0.0006444,0.0004992,0.00212055,0.01530598,0.00036788,0.00375126,0.00013747,2.018e-05,0.21060209,0.00035724,1.052e-05,0.00053951,0.0001439,0.15488193,0.00021066,0.00042581,9.082e-05,4.86e-06,5.02e-06,0.00017338,9.264e-05,1.422e-05,2.118e-05,0.00082171,0.00011265,0.00097598,6.452e-05,0.00038141,0.00021,8.97e-06,0.00015142,0.00325544,8.618e-05,0.00583321,0.00018111,0.00265061,0.00385071,4.17e-06,0.01514563,0.00561677,0.00870048,0.01569553,0.02539949,0.00483518,2640270.9999990766,-0.5241369409070604,2.1423137676027504,-0.06213130930954433,0.5894525569430608,3
4273396,4273396,CCc1nc(C)ncc1C(=O)NCCN(C)CCCC(=O)OC(C)(C)C,3.608,3.678,3.695,3.764,3.977,4.063,4.069,4.155,4.389,4.519,4.951,5.037,5.138,5.221,5.236,5.464,5.495,5.518,5.545,5.581,5.604,5.625,5.714,5.8,5.9,5.916,5.978,6.04,6.049,6.065,6.126,6.14,6.212,6.248,6.262,6.326,6.339,6.348,6.403,6.419,6.459,6.502,6.567,6.582,6.641,6.656,6.685,6.714,6.771,6.787,0.0006579,0.00027593,0.00070621,0.00015957,1.578e-05,1.671e-05,0.00058674,0.00091196,0.00125589,0.00854297,1e-07,1.3e-07,6.45e-06,0.00233578,0.04071314,0.1336155,0.00642452,0.00072954,0.00316069,0.00046698,1.14e-05,0.00188269,1.06e-06,1.12e-06,2.354e-05,0.00016086,0.00021611,0.00626875,0.00872306,0.00011518,0.00014311,0.00105449,8.872e-05,0.00845913,0.00073177,0.02101757,0.00676615,0.00033943,3.99e-06,0.00300236,0.04972289,0.06252708,0.01296503,0.02718117,0.32848542,0.01213054,0.00554055,0.01025017,0.00048544,0.00027411,-972120.999999661,1.8318091367728893,0.39398090428861143,-0.1861718478159908,0.6404145888285775,4
3643028,3643028,CC(C)(C)CCOCCNC(=O)NCCC#N,5.977,6.033,6.32,6.542,6.573,6.733,6.763,6.983,6.998,7.041,7.749,7.828,7.884,8.121,8.161,8.181,8.218,8.263,8.319,8.394,8.449,8.501,8.603,8.736,8.844,8.885,8.907,8.925,8.977,8.994,9.021,9.038,9.075,9.128,9.172,9.204,9.231,9.239,9.267,9.278,9.34,9.35,9.415,9.43,9.439,9.476,9.514,9.578,9.597,9.63,0.00163533,0.00044122,0.00058789,0.00155913,0.00088072,0.01314937,0.00406065,0.0215165,0.00088994,0.03303527,0.26432734,0.00501402,0.00020201,0.0930637,0.00022348,0.02123312,6.93e-05,0.00106881,6.766e-05,0.00105159,7.825e-05,0.00037605,0.00122773,0.00192486,0.0033835,0.00049655,0.00209018,0.0009096,0.00017663,0.00408056,0.00655967,0.00129038,0.00027557,0.00243529,0.00268441,0.00715774,0.00026897,0.00164484,0.00093528,0.00139471,0.00201767,0.00378229,0.00249439,0.00741668,0.0006223,0.00037102,0.01296666,0.00341662,0.00531711,0.00177549,-1602488.999999457,21.576867191319714,-1.6950372677422774,-0.6206470298753842,0.8190561414361132,0
9647486,9647486,CC(=O)C1(c2ccccc2)CCN(CC2CCC(C#N)CC2)C1,3.848,3.885,4.071,4.265,4.318,4.48,5.197,5.309,5.44,5.6,5.725,5.765,5.813,5.852,5.905,5.944,5.952,6.033,6.041,6.061,6.131,6.14,6.174,6.296,6.297,6.32,6.351,6.372,6.389,6.433,6.469,6.497,6.511,6.573,6.58,6.599,6.661,6.698,6.708,6.72,6.73,6.767,6.786,6.808,6.873,6.882,6.883,6.918,6.956,6.957,0.00294239,0.00120834,0.00143486,0.00405514,0.01335414,0.0026375,0.00337847,0.00261135,0.00066659,0.02564142,0.00010031,0.00029407,2.357e-05,5.299e-05,8.836e-05,0.00017091,0.00069258,0.00248189,0.00028887,0.00732804,0.00075114,0.00835375,0.0072589,0.04695251,0.00095072,0.00015168,0.00290261,0.02252386,0.00382985,0.00586097,0.019148,0.08829746,0.21465673,0.01435014,0.00026241,0.00180071,0.00114923,4e-06,0.09234443,4.09e-06,0.00134453,0.00093805,0.02036049,0.14475854,0.02067892,0.01986273,0.02672096,8.49e-06,0.01079544,0.00015425,4401968.999998461,4.793164552695797,-0.846367512523464,-1.2494820433360059,-0.040202664376774846,1
7184822,7184822,Cc1cc(C(=O)NCC2CCN(C(=O)CC3CCN(CC(F)(F)F)CC3)CC2)c(C)o1,4.016,4.079,4.391,4.532,4.957,5.02,5.071,5.094,5.205,5.256,5.395,5.536,5.628,5.715,5.852,5.925,6.043,6.213,6.276,6.415,6.455,6.505,6.62,6.679,6.738,6.819,6.95,7.069,7.092,7.141,7.154,7.196,7.213,7.217,7.274,7.278,7.313,7.395,7.399,7.456,7.489,7.504,7.529,7.542,7.554,7.592,7.67,7.674,7.679,7.709,3.27e-06,0.00016691,8.525e-05,9e-08,0.03597332,0.00014944,0.0265451,0.02621084,0.00016514,3.26e-06,0.00054101,2.9e-07,6.9e-07,0.00054294,0.02476967,0.00295334,0.11822219,0.00036991,0.00196809,0.37010644,0.02337909,0.01180779,0.3062307,0.00054306,0.00407196,0.00515328,0.00998322,0.01080943,0.00720226,0.00067276,1.69e-05,9.681e-05,0.00020502,0.00027887,0.00098424,0.00105166,0.00114767,0.00020328,0.00179299,8.343e-05,0.00073571,0.00043896,0.00018158,3.693e-05,0.00046764,0.01048365,4.1e-07,0.00102984,0.00082848,0.00115394,1939304.999999321,7.908837945280598,0.38122883991374434,0.1672035357397802,0.5019868968473594,3
1009040,1009040,Cc1occc1C(C)(C)OC(=O)NC1CCCCCN(CC(=O)N(CC(N)=O)Cc2ccccc2)CC1,3.598,3.611,3.627,3.628,3.871,3.879,3.884,3.887,3.934,3.948,4.119,4.132,4.581,4.595,4.673,4.687,4.74,4.753,4.854,4.858,4.9,4.918,4.932,4.946,4.95,5.023,5.049,5.102,5.163,5.223,5.265,5.296,5.304,5.401,5.533,5.543,5.547,5.61,5.618,5.624,5.656,5.704,5.713,5.717,5.764,5.815,5.828,5.912,5.915,5.922,0.00046562,1.368e-05,0.00794023,0.00531187,0.0001378,0.00338473,4.722e-05,0.00011481,0.00044046,0.00158564,1.39e-06,3.25e-06,0.00011173,0.00043537,2.11e-06,2.3e-07,0.00138458,0.00034742,0.00011676,0.00057834,2.688e-05,0.00018892,1.02e-06,1e-07,0.00215641,9.834e-05,0.00114117,2.22e-06,1.07e-06,4.4e-07,0.00061938,7.577e-05,0.00209898,0.00075417,0.00012078,3.609e-05,5.1e-07,0.00040827,0.01734907,3.9e-07,4.11e-06,9.43e-06,0.00663892,1.013e-05,0.04655494,9.95e-05,1.53e-05,0.00026318,3.57e-06,0.10159579,-4236476.999998522,-3.191984650194597,-0.574254164265962,0.37373036780732427,0.38019692905249475,2
